  Comments,Ankon,Rizvi,Sourov,FinalTag
হইছে তোদের এই ফাজলামো থামা এবার!!!,Anger,Anger,Anger,Anger
আল্লাহ মাপ করুন।,Sadness,Sadness,Sadness,Sadness
এইসব তামাশা করে কিছু হবে না,Disgust,Disgust,Disgust,Disgust
চেতনা শুধু এইটুকুতেই সীমাবদ্ধ,Sadness,Sadness,Sadness,Sadness
খুবই ভাল একটা উদ্যোগ,Happiness,Happiness,Happiness,Happiness
ধন্যবাদ স্যার। দেখার সুযোগ করে দেবার জন্য।,Happiness,Happiness,Happiness,Happiness
আল্লাহ বাঁচাও,Fear,Fear,Fear,Fear
মানুষগুলি অমানুষে পরিনত হচ্ছে ।,Disgust,Disgust,Disgust,Disgust
হাস্যকর!!!এই কঠিন পরিস্থিতিতে মানুষের সাথে মশকরা করছে অথর্ব আর মূর্খের দল !!!,Disgust,Disgust,Disgust,Disgust
মানুষ কতোভাবেই না নিজেকে মূর্খ হিসেবে উপস্থাপন করে,Disgust,Disgust,Disgust,Disgust
বাংলাদেশের সবচাইতে বড় অভিশাপ হল এ কুলাঙ্গারগুলো,Anger,Anger,Anger,Anger
এমন জঘন্য উপহাসের কোনো মানে হয় না। আয়োজকদের মানসিক সুস্থতা কামনা করছি।,Sadness,Sadness,Sadness,Sadness
অনর্থক কাজ,Disgust,Disgust,Disgust,Disgust
এরা শিক্ষিত পাগল😡,Anger,Anger,Anger,Anger
খুব উল্টায়ে ফেলছে,Anger,Anger,Anger,Anger
এরা আবার কোন ফাজিলের দল।।?,Anger,Anger,Anger,Anger
মানবসমাজ আহা,Sadness,Sadness,Sadness,Sadness
এরা এই দেশে থাকার যোগ্যতা রাখে না,Disgust,Anger,Anger,Anger
"এক একটা মদন,,,!!",Anger,Disgust,Disgust,Disgust
ঘৃণা প্রকাশের ভাষা হারিয়ে ফেলেছি,Disgust,Disgust,Disgust,Disgust
এদেরকে জুতাপেটা করা দরকার।।,Anger,Anger,Anger,Anger
মুর্খতা ছাড়া কিছুই না,Disgust,Disgust,Disgust,Disgust
ইতরামিরও একটা সীমা আছে😡,Anger,Anger,Anger,Anger
ঢং শুরু করছে,Disgust,Disgust,Disgust,Disgust
এদের লজ্জা শরম নাই।,Disgust,Disgust,Disgust,Disgust
এগুলো নিরর্থক কাজ। অসহায়দের কোন উপকারে আসবে না।,Sadness,Sadness,Sadness,Sadness
হ আপনাদের কাছে এর চেয়ে বেশি আশা করা যায় না,Disgust,Disgust,Disgust,Disgust
অসামাজিক কার্যকলাপ,Fear,Fear,Fear,Fear
মূর্খদের মূর্খতার জলন্ত উদাহরণ এটি।,Disgust,Disgust,Disgust,Disgust
নাস্তিকরা নিপাত যাক,Anger,Anger,Anger,Anger
অথর্বের দল.. তামসা পাইছে!,Anger,Anger,Anger,Anger
আল্লাহ মাফ করুক,Sadness,Sadness,Sadness,Sadness
এসব নিয়ম কোন হালায় বের করে!!,Disgust,Disgust,Disgust,Disgust
শয়তানের দল,Anger,Anger,Anger,Anger
ওরা আমাদের দেশের জন্য অভিশাপ,Sadness,Sadness,Sadness,Sadness
ওদের কপালে জুতা মারি,Anger,Anger,Anger,Anger
এগুলো কুকুরের থেকেও নিকৃষ্ট,Anger,Anger,Anger,Anger
অপসংস্কৃতি জোট! 😡😡,Anger,Anger,Anger,Anger
শুরু হয়ে গেছে ফাতরামি।,Anger,Anger,Anger,Anger
ঠিক বলেছেন।,Happiness,Happiness,Happiness,Happiness
এদের শুভবুদ্ধির উদয় হবে কবে....,Disgust,Disgust,Disgust,Disgust
এরা কি মানুষের বাচ্চা??,Disgust,Anger,Anger,Anger
এগুলারে পিটানো দরকার,Anger,Anger,Anger,Anger
এরা আবার কারা!,Surprise,Surprise,Surprise,Surprise
শিক্ষিত কিছু বলদ এর কান্ড....,Disgust,Disgust,Disgust,Disgust
হায়া শরম কিচ্ছু নাই,Disgust,Disgust,Disgust,Disgust
সব রামছাগলের দল,Anger,Anger,Anger,Anger
ধিক্কার জানাচ্ছি,Anger,Anger,Anger,Anger
দুঃখজনক হলেও সত্য!,Sadness,Sadness,Sadness,Sadness
"বাটপার, এখনো দালালী করেই যাচ্ছে।",Anger,Anger,Anger,Anger
গাধা পানি খায় তবে ঘোলা করে খায় 🤣🤣🤣,Happiness,Disgust,Sarcasm,Disgust
আহারে অহংকার,Sadness,Sadness,Sadness,Sadness
খেলা হবে 🤣🤣🤣,Happiness,Happiness,Happiness,Happiness
ভাল হয়ছে এইসব ভন্ডবাদীর পতন হোক,Anger,Anger,Anger,Anger
"ব্যাপার না, বিদ্যুতের দাম বাড়িয়ে পুষিয়ে নেবে।।",Disgust,Disgust,Disgust,Disgust
আহা জনগণের টাকা এভাবে অপচয় ?!?!? আহা ...,Sadness,Sadness,Sadness,Sadness
"অসুবিধা কি টাকা তো সরকারের না,দুঃখী মানুষের",Sadness,Sadness,Sadness,Sadness
জাতি অসহায়!!!,Sadness,Sadness,Sadness,Sadness
টাকার দাম নেই,Sadness,Sadness,Sadness,Sadness
বলদ হা হা হা,Happiness,Happiness,Happiness,Happiness
মানহানির মামলা হোক। কে কত্ত বড় বেদ্দপ আর মদ্দপ দুইটাই মাপজোপ হয়ে যাবে,Anger,Anger,Anger,Anger
দুই জন ই অশিনী পাঠা । এদের কে চলচ্চিত্র রাখাই উচিত না ।,Anger,Anger,Anger,Anger
এদের কর্মকাণ্ড আর ভালো লাগেনা।,Disgust,Disgust,Disgust,Disgust
যতোসব পাগল চাগলের কারখানা।,Anger,Anger,Anger,Anger
মন্তব্য করবোনা,Disgust,Disgust,Disgust,Disgust
জনগন ক্ষমা করবে না।,Anger,Anger,Anger,Anger
বাটপার হালায়,Anger,Anger,Anger,Anger
স্রোতের বিপরীতে একজন সাহসী ও সৎ মানুষ,Happiness,Happiness,Happiness,Happiness
সত্যিকার অর্থেই তিনি একজন ভালো মানুষ,Happiness,Happiness,Happiness,Happiness
আমার তো মনে হচ্ছে এর সামনে মৃত্যু অবধারিত।,Anger,Fear,Fear,Fear
আরে বেটা এবার জোকারী বন্ধ কর।,Disgust,Disgust,Disgust,Disgust
এক উগ্রবাদী এখন মৌলবাদীকে ভয় পাচ্ছে!!! 🤣ব্যপারটা হাস্যকর 🤣🤣🤣,Disgust,Surprise,Disgust,Disgust
এত ভয় নিয়ে বেঁচে থেকে কি করবেন মরেই যান না।,Disgust,Disgust,Disgust,Disgust
বদমাশ!তোর মুখ আর দেখতে চাই না বেয়াদপ,Anger,Anger,Anger,Anger
তোর মতো পাতি নেতা এখনো বেচে আছে এটাই অনেক বেশি,Disgust,Disgust,Disgust,Disgust
"ধর্মান্ধ, সন্ত্রাস, মৌলবাদী ত আপনারা",Anger,Anger,Anger,Anger
হা হা হা হা হা মজা পাইলাম।,Happiness,Happiness,Happiness,Happiness
তুই বেচে থাকার অধিকার হারাই ফেলছোস,Disgust,Anger,Anger,Anger
তুই একটা উগ্রবাদী,Anger,Anger,Anger,Anger
বেয়াদবটার চেহারাটা দেখতেও ঘৃনা হচ্ছে।,Anger,Anger,Anger,Anger
কুত্তার বাচ্চা 😠😠,Anger,Anger,Anger,Anger
